orderDateId,requiredDateId,shippedDateId,productCode,orderNumber,orderLineNumber,customerNumber,employeeNumber,officeCode,status,quantityOrdered,priceEach
Row3,Row503,Row1003,S18_2432,10103.0,2.0,121.0,1504.0,7,Shipped,22.0,58.34
Row3,Row503,Row1003,S18_2432,10103.0,2.0,121.0,1504.0,7,Shipped,22.0,58.34
Row3,Row503,Row1003,S18_2949,10103.0,12.0,121.0,1504.0,7,Shipped,27.0,92.19
Row3,Row503,Row1003,S18_2949,10103.0,12.0,121.0,1504.0,7,Shipped,27.0,92.19
Row3,Row503,Row1003,S18_2949,10103.0,12.0,121.0,1504.0,7,Shipped,27.0,92.19
Row3,Row503,Row1003,S18_2949,10103.0,12.0,121.0,1504.0,7,Shipped,27.0,92.19
Row3,Row503,Row1003,S18_2957,10103.0,14.0,121.0,1504.0,7,Shipped,35.0,61.84
Row3,Row503,Row1003,S18_2957,10103.0,14.0,121.0,1504.0,7,Shipped,35.0,61.84
Row3,Row503,Row1003,S18_2957,10103.0,14.0,121.0,1504.0,7,Shipped,35.0,61.84
Row3,Row503,Row1003,S18_2957,10103.0,14.0,121.0,1504.0,7,Shipped,35.0,61.84
Row3,Row503,Row1003,S18_3136,10103.0,13.0,121.0,1504.0,7,Shipped,25.0,86.92
Row3,Row503,Row1003,S18_3136,10103.0,13.0,121.0,1504.0,7,Shipped,25.0,86.92
Row3,Row503,Row1003,S18_3136,10103.0,13.0,121.0,1504.0,7,Shipped,25.0,86.92
Row3,Row503,Row1003,S18_3136,10103.0,13.0,121.0,1504.0,7,Shipped,25.0,86.92
Row3,Row503,Row1003,S18_3320,10103.0,16.0,121.0,1504.0,7,Shipped,46.0,86.31
Row3,Row503,Row1003,S18_3320,10103.0,16.0,121.0,1504.0,7,Shipped,46.0,86.31
Row3,Row503,Row1003,S18_3320,10103.0,16.0,121.0,1504.0,7,Shipped,46.0,86.31
Row3,Row503,Row1003,S18_3320,10103.0,16.0,121.0,1504.0,7,Shipped,46.0,86.31
Row3,Row503,Row1003,S18_4600,10103.0,5.0,121.0,1504.0,7,Shipped,36.0,98.07
Row3,Row503,Row1003,S18_4600,10103.0,5.0,121.0,1504.0,7,Shipped,36.0,98.07
Row3,Row503,Row1003,S18_4600,10103.0,5.0,121.0,1504.0,7,Shipped,36.0,98.07
Row3,Row503,Row1003,S18_4600,10103.0,5.0,121.0,1504.0,7,Shipped,36.0,98.07
Row3,Row503,Row1003,S18_4668,10103.0,9.0,121.0,1504.0,7,Shipped,41.0,40.75
Row3,Row503,Row1003,S18_4668,10103.0,9.0,121.0,1504.0,7,Shipped,41.0,40.75
Row3,Row503,Row1003,S18_4668,10103.0,9.0,121.0,1504.0,7,Shipped,41.0,40.75
Row3,Row503,Row1003,S18_4668,10103.0,9.0,121.0,1504.0,7,Shipped,41.0,40.75
Row3,Row503,Row1003,S24_2300,10103.0,1.0,121.0,1504.0,7,Shipped,36.0,107.34
Row3,Row503,Row1003,S24_2300,10103.0,1.0,121.0,1504.0,7,Shipped,36.0,107.34
Row3,Row503,Row1003,S24_2300,10103.0,1.0,121.0,1504.0,7,Shipped,36.0,107.34
Row3,Row503,Row1003,S24_2300,10103.0,1.0,121.0,1504.0,7,Shipped,36.0,107.34
Row3,Row503,Row1003,S24_4258,10103.0,15.0,121.0,1504.0,7,Shipped,25.0,88.62
Row3,Row503,Row1003,S24_4258,10103.0,15.0,121.0,1504.0,7,Shipped,25.0,88.62
Row3,Row503,Row1003,S24_4258,10103.0,15.0,121.0,1504.0,7,Shipped,25.0,88.62
Row3,Row503,Row1003,S24_4258,10103.0,15.0,121.0,1504.0,7,Shipped,25.0,88.62
Row3,Row503,Row1003,S32_1268,10103.0,3.0,121.0,1504.0,7,Shipped,31.0,92.46
Row3,Row503,Row1003,S32_1268,10103.0,3.0,121.0,1504.0,7,Shipped,31.0,92.46
Row3,Row503,Row1003,S32_1268,10103.0,3.0,121.0,1504.0,7,Shipped,31.0,92.46
Row3,Row503,Row1003,S32_1268,10103.0,3.0,121.0,1504.0,7,Shipped,31.0,92.46
Row3,Row503,Row1003,S32_3522,10103.0,7.0,121.0,1504.0,7,Shipped,45.0,63.35
Row3,Row503,Row1003,S32_3522,10103.0,7.0,121.0,1504.0,7,Shipped,45.0,63.35
Row3,Row503,Row1003,S32_3522,10103.0,7.0,121.0,1504.0,7,Shipped,45.0,63.35
Row3,Row503,Row1003,S32_3522,10103.0,7.0,121.0,1504.0,7,Shipped,45.0,63.35
Row3,Row503,Row1003,S700_2824,10103.0,6.0,121.0,1504.0,7,Shipped,42.0,94.07
Row3,Row503,Row1003,S700_2824,10103.0,6.0,121.0,1504.0,7,Shipped,42.0,94.07
Row3,Row503,Row1003,S700_2824,10103.0,6.0,121.0,1504.0,7,Shipped,42.0,94.07
Row3,Row503,Row1003,S700_2824,10103.0,6.0,121.0,1504.0,7,Shipped,42.0,94.07
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_3148,10104.0,1.0,141.0,1370.0,4,Shipped,34.0,131.44
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S12_4473,10104.0,9.0,141.0,1370.0,4,Shipped,41.0,111.39
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2238,10104.0,8.0,141.0,1370.0,4,Shipped,24.0,135.9
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_2319,10104.0,12.0,141.0,1370.0,4,Shipped,29.0,122.73
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_3232,10104.0,13.0,141.0,1370.0,4,Shipped,23.0,165.95
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S18_4027,10104.0,3.0,141.0,1370.0,4,Shipped,38.0,119.2
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_1444,10104.0,6.0,141.0,1370.0,4,Shipped,35.0,52.02
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_2840,10104.0,10.0,141.0,1370.0,4,Shipped,44.0,30.41
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S24_4048,10104.0,5.0,141.0,1370.0,4,Shipped,26.0,106.45
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_2509,10104.0,11.0,141.0,1370.0,4,Shipped,35.0,51.95
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S32_3207,10104.0,4.0,141.0,1370.0,4,Shipped,49.0,56.55
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1392,10104.0,7.0,141.0,1370.0,4,Shipped,33.0,114.59
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
Row4,Row504,Row1004,S50_1514,10104.0,2.0,141.0,1370.0,4,Shipped,32.0,53.31
