"orderNumber","orderDate","requiredDate","shippedDate","status","customerNumber","productCode","quantityOrdered","priceEach","orderLineNumber"
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S24_3151",44,73.46,4
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S24_3816",50,75.47,1
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S700_1138",41,54,5
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S700_1938",29,86.61,12
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S700_2610",31,60.72,3
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S700_3505",39,92.16,6
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S700_3962",22,99.31,7
10105,"2023-09-19T02:27:59","2023-12-02T16:34:51","2024-09-06T03:52:45","Shipped",145,"S72_3212",25,44.77,8
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S18_1662",36,134.04,12
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S18_2581",34,81.1,2
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S18_3029",41,80.86,18
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S18_3856",41,94.22,17
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S24_1785",28,107.23,4
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S24_2841",49,65.77,13
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S24_3420",31,55.89,14
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S24_3949",50,55.96,11
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S24_4278",26,71,3
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S32_4289",33,65.35,5
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S50_1341",39,35.78,6
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S700_1691",31,91.34,7
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S700_2047",30,85.09,16
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S700_2466",34,99.72,9
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S700_2834",32,113.9,1
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S700_3167",44,76,8
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S700_4002",48,70.33,10
10106,"2023-12-07T05:56:41","2024-03-14T18:05:45","2024-06-04T15:58:43","Shipped",278,"S72_1253",48,43.7,15
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S10_1678",30,81.35,2
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S10_2016",39,105.86,5
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S10_4698",27,172.36,4
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S12_2823",21,122,1
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S18_2625",29,52.7,6
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S24_1578",25,96.92,3
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S24_2000",38,73.12,7
10107,"2024-07-27T01:58:13","2024-05-18T05:31:31","2023-11-30T22:18:39","Shipped",131,"S32_1374",20,88.9,8
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S12_1099",33,165.38,6
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S12_3380",45,96.3,4
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S12_3990",39,75.81,7
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S12_4675",36,107.1,3
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S18_1889",38,67.76,2
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S18_3278",26,73.17,9
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S18_3482",29,132.29,8
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S18_3782",43,52.84,12
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S18_4721",44,139.87,11
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S24_2360",35,64.41,15
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S24_3371",30,60.01,5
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S24_3856",40,132,1
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S24_4620",31,67.1,10
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S32_2206",27,36.21,13
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S32_4485",31,87.76,16
10108,"2023-12-24T16:02:17","2023-11-19T04:35:50","2024-07-26T04:22:47","Shipped",385,"S50_4713",34,74.85,14
10109,"2024-07-29T07:54:54","2024-05-21T23:06:10","2024-05-11T18:56:01","Shipped",486,"S18_1129",26,117.48,4
10109,"2024-07-29T07:54:54","2024-05-21T23:06:10","2024-05-11T18:56:01","Shipped",486,"S18_1984",38,137.98,3
10109,"2024-07-29T07:54:54","2024-05-21T23:06:10","2024-05-11T18:56:01","Shipped",486,"S18_2870",26,126.72,1
10109,"2024-07-29T07:54:54","2024-05-21T23:06:10","2024-05-11T18:56:01","Shipped",486,"S18_3232",46,160.87,5
10109,"2024-07-29T07:54:54","2024-05-21T23:06:10","2024-05-11T18:56:01","Shipped",486,"S18_3685",47,125.74,2
10109,"2024-07-29T07:54:54","2024-05-21T23:06:10","2024-05-11T18:56:01","Shipped",486,"S24_2972",29,32.1,6
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S18_1589",37,118.22,16
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S18_1749",42,153,7
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S18_2248",32,51.46,6
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S18_2325",33,115.69,4
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S18_2795",31,163.69,1
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S18_4409",28,81.91,8
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S18_4933",42,62,9
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_1046",36,72.02,13
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_1628",29,43.27,15
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_1937",20,28.88,3
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_2022",39,40.77,2
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_2766",43,82.69,11
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_2887",46,112.74,10
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_3191",27,80.47,12
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_3432",37,96.37,14
10110,"2024-09-01T09:47:38","2024-06-09T20:36:49","2024-04-28T12:25:39","Shipped",187,"S24_3969",48,35.29,5
10111,"2024-01-06T03:35:22","2024-09-09T01:26:14","2024-08-07T02:15:32","Shipped",129,"S18_1342",33,87.33,6
10111,"2024-01-06T03:35:22","2024-09-09T01:26:14","2024-08-07T02:15:32","Shipped",129,"S18_1367",48,48.52,5
10111,"2024-01-06T03:35:22","2024-09-09T01:26:14","2024-08-07T02:15:32","Shipped",129,"S18_2957",28,53.09,2
10111,"2024-01-06T03:35:22","2024-09-09T01:26:14","2024-08-07T02:15:32","Shipped",129,"S18_3136",43,94.25,1
10111,"2024-01-06T03:35:22","2024-09-09T01:26:14","2024-08-07T02:15:32","Shipped",129,"S18_3320",39,91.27,4
10111,"2024-01-06T03:35:22","2024-09-09T01:26:14","2024-08-07T02:15:32","Shipped",129,"S24_4258",26,85.7,3
10112,"2024-07-04T07:43:11","2024-06-05T13:01:26","2024-02-11T06:39:02","Shipped",144,"S10_1949",29,197.16,1
10112,"2024-07-04T07:43:11","2024-06-05T13:01:26","2024-02-11T06:39:02","Shipped",144,"S18_2949",23,85.1,2
10113,"2023-10-09T14:42:13","2023-10-29T21:17:13","2023-09-24T23:56:08","Shipped",124,"S12_1666",21,121.64,2
10113,"2023-10-09T14:42:13","2023-10-29T21:17:13","2023-09-24T23:56:08","Shipped",124,"S18_1097",49,101.5,4
10113,"2023-10-09T14:42:13","2023-10-29T21:17:13","2023-09-24T23:56:08","Shipped",124,"S18_4668",50,43.27,3
10113,"2023-10-09T14:42:13","2023-10-29T21:17:13","2023-09-24T23:56:08","Shipped",124,"S32_3522",23,58.82,1
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S10_4962",31,128.53,8
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S18_2319",39,106.78,3
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S18_2432",45,53.48,6
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S18_3232",48,169.34,4
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S18_4600",41,105.34,9
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S24_2300",21,102.23,5
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S24_2840",24,28.64,1
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S32_1268",32,88.61,7
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S32_2509",28,43.83,2
10114,"2024-07-20T22:01:06","2024-02-19T17:57:05","2024-05-14T02:03:12","Shipped",172,"S700_2824",42,82.94,10
10115,"2024-07-29T12:31:26","2023-10-07T12:58:24","2024-05-24T01:42:53","Shipped",424,"S12_4473",46,111.39,5
10115,"2024-07-29T12:31:26","2023-10-07T12:58:24","2024-05-24T01:42:53","Shipped",424,"S18_2238",46,140.81,4
10115,"2024-07-29T12:31:26","2023-10-07T12:58:24","2024-05-24T01:42:53","Shipped",424,"S24_1444",47,56.64,2
10115,"2024-07-29T12:31:26","2023-10-07T12:58:24","2024-05-24T01:42:53","Shipped",424,"S24_4048",44,106.45,1
10115,"2024-07-29T12:31:26","2023-10-07T12:58:24","2024-05-24T01:42:53","Shipped",424,"S50_1392",27,100.7,3
10116,"2024-06-28T00:01:25","2024-09-01T00:43:03","2024-02-20T10:28:37","Shipped",381,"S32_3207",27,60.28,1
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S12_1108",33,195.33,9
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S12_3148",43,148.06,10
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S12_3891",39,173.02,8
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S18_3140",26,121.57,5
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S18_3259",21,81.68,7
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S18_4027",22,122.08,12
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S18_4522",23,73.73,4
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S24_2011",41,119.2,3
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S50_1514",21,55.65,11
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S700_1938",38,75.35,6
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S700_3962",45,89.38,1
10117,"2023-10-22T18:23:50","2024-01-18T11:18:03","2024-01-17T13:35:25","Shipped",148,"S72_3212",50,52.42,2
10118,"2024-01-22T02:46:30","2024-01-05T16:31:46","2023-09-25T22:31:13","Shipped",216,"S700_3505",36,86.15,1
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S10_4757",46,112.88,11
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S18_1662",43,151.38,3
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S18_3029",21,74.84,9
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S18_3856",27,95.28,8
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S24_2841",41,64.4,4
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S24_3151",35,72.58,13
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S24_3420",20,63.12,5
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S24_3816",35,82.18,10
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S24_3949",28,62.1,2
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S700_1138",25,57.34,14
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S700_2047",29,74.23,7
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S700_2610",38,67.22,12
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S700_4002",26,63.67,1
10119,"2024-04-05T02:26:29","2023-09-15T00:12:20","2023-12-27T21:50:34","Shipped",382,"S72_1253",28,40.22,6
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S10_2016",29,118.94,3
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S10_4698",46,158.8,2
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S18_2581",29,82.79,8
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S18_2625",46,57.54,4
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S24_1578",35,110.45,1
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S24_1785",39,93.01,10
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S24_2000",34,72.36,5
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S24_4278",29,71.73,9
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S32_1374",22,94.9,6
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S32_4289",29,68.79,11
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S50_1341",49,41.46,12
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S700_1691",47,91.34,13
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S700_2466",24,81.77,15
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S700_2834",24,106.79,7
10120,"2024-04-17T00:24:59","2024-04-09T07:06:39","2024-05-21T09:53:15","Shipped",114,"S700_3167",43,72,14
10121,"2024-01-26T08:10:36","2024-03-18T08:18:28","2024-04-22T08:48:47","Shipped",353,"S10_1678",34,86.13,5
10121,"2024-01-26T08:10:36","2024-03-18T08:18:28","2024-04-22T08:48:47","Shipped",353,"S12_2823",50,126.52,4
10121,"2024-01-26T08:10:36","2024-03-18T08:18:28","2024-04-22T08:48:47","Shipped",353,"S24_2360",32,58.18,2
10121,"2024-01-26T08:10:36","2024-03-18T08:18:28","2024-04-22T08:48:47","Shipped",353,"S32_4485",25,95.93,3
10121,"2024-01-26T08:10:36","2024-03-18T08:18:28","2024-04-22T08:48:47","Shipped",353,"S50_4713",44,72.41,1
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S12_1099",42,155.66,10
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S12_3380",37,113.92,8
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S12_3990",32,65.44,11
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S12_4675",20,104.8,7
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_1129",34,114.65,2
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_1889",43,62.37,6
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_1984",31,113.8,1
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_3232",25,137.17,3
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_3278",21,69.15,13
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_3482",21,133.76,12
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_3782",35,59.06,16
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S18_4721",28,145.82,15
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S24_2972",39,34.74,4
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S24_3371",34,50.82,9
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S24_3856",43,136.22,5
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S24_4620",29,67.1,14
10122,"2023-10-08T15:27:31","2024-03-23T08:30:49","2024-08-31T17:09:59","Shipped",350,"S32_2206",31,33.79,17
10123,"2024-03-28T01:21:52","2024-01-09T22:23:58","2024-02-28T13:49:52","Shipped",103,"S18_1589",26,120.71,2
10123,"2024-03-28T01:21:52","2024-01-09T22:23:58","2024-02-28T13:49:52","Shipped",103,"S18_2870",46,114.84,3
10123,"2024-03-28T01:21:52","2024-01-09T22:23:58","2024-02-28T13:49:52","Shipped",103,"S18_3685",34,117.26,4
10123,"2024-03-28T01:21:52","2024-01-09T22:23:58","2024-02-28T13:49:52","Shipped",103,"S24_1628",50,43.27,1
